antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Banana'}),frozenset({'Organic Strawberries'}),0.1486903082812815,0.08198670159177916,0.017993149304855936,0.12101090859814351,1.475982156236388,1.0,0.00580252137020886,1.0443966909124283,0.37881048155264124,0.0846004452655014,0.04250941361528198,0.1702375752133013
frozenset({'Organic Strawberries'}),frozenset({'Banana'}),0.08198670159177916,0.1486903082812815,0.017993149304855936,0.2194642418284591,1.475982156236388,1.0,0.00580252137020886,1.0906735313612927,0.3512857981791415,0.0846004452655014,0.08313535513062391,0.1702375752133013
frozenset({'Banana'}),frozenset({'Organic Whole Milk'}),0.1486903082812815,0.041839613137215396,0.009470078581503123,0.06368995189375974,1.5222404586984328,1.0,0.0032489336057610107,1.0233366487957043,0.4029950168032758,0.0523035833518807,0.02280446891369291,0.14501617748793452
frozenset({'Organic Whole Milk'}),frozenset({'Banana'}),0.041839613137215396,0.1486903082812815,0.009470078581503123,0.22634240308210932,1.5222404586984328,1.0,0.0032489336057610107,1.1003701057291746,0.358054422018291,0.0523035833518807,0.09121486053336848,0.14501617748793452
frozenset({'Banana'}),frozenset({'Organic Yellow Onion'}),0.1486903082812815,0.03471690509772315,0.005208543219826718,0.03502947354156786,1.0090033498943778,1.0,4.6475898274269886e-05,1.0003239150163392,0.010481512161839795,0.029228855721393034,0.000323810129375936,0.09252924634710431
frozenset({'Organic Yellow Onion'}),frozenset({'Banana'}),0.03471690509772315,0.1486903082812815,0.005208543219826718,0.15002901915264077,1.0090033498943778,1.0,4.6475898274269886e-05,1.001575007737352,0.009243933654660327,0.029228855721393034,0.0015725309888773205,0.09252924634710431
frozenset({'Banana'}),frozenset({'Organic Zucchini'}),0.1486903082812815,0.032681845657868226,0.006226072939754181,0.04187275560674842,1.2812237119376844,1.0,0.0013665992336844932,1.009592577606642,0.2578335278696266,0.035547886108714406,0.009501434360167557,0.11618915215602525
frozenset({'Organic Zucchini'}),frozenset({'Banana'}),0.032681845657868226,0.1486903082812815,0.006226072939754181,0.1905055487053021,1.2812237119376844,1.0,0.0013665992336844932,1.0516559938825296,0.22691208692833814,0.035547886108714406,0.04911871770142702,0.11618915215602525
frozenset({'Original Hummus'}),frozenset({'Banana'}),0.021942373564376384,0.1486903082812815,0.005762643562361475,0.26262626262626265,1.7662634886024005,1.0,0.002500025272651309,1.154515883289769,0.4435659466303664,0.03495264283531927,0.13383608274792996,0.1506911379531476
frozenset({'Banana'}),frozenset({'Original Hummus'}),0.1486903082812815,0.021942373564376384,0.005762643562361475,0.03875601328003252,1.7662634886024002,1.0,0.002500025272651309,1.017491542155732,0.509606622770964,0.03495264283531927,0.017190847718176673,0.1506911379531476
frozenset({'Banana'}),frozenset({'Seedless Red Grapes'}),0.1486903082812815,0.02549869030828128,0.00772718114043925,0.05196829053458906,2.0380768543908774,1.0,0.003935773017731983,1.0279205853159004,0.5983032656456841,0.046420141620771044,0.02716220077188134,0.17750528315745653
frozenset({'Seedless Red Grapes'}),frozenset({'Banana'}),0.02549869030828128,0.1486903082812815,0.00772718114043925,0.303042275780324,2.0380768543908774,1.0,0.003935773017731983,1.2214653229819028,0.5226687368868276,0.046420141620771044,0.18131118322806783,0.17750528315745653
frozenset({'Banana'}),frozenset({'Strawberries'}),0.1486903082812815,0.044207132782591176,0.012885351601853718,0.08665898773629649,1.9602942394495873,1.0,0.006312179400178691,1.046479742378467,0.5754339514503851,0.07158047906872622,0.044415329314284394,0.18906787126103794
frozenset({'Strawberries'}),frozenset({'Banana'}),0.044207132782591176,0.1486903082812815,0.012885351601853718,0.2914767547857794,1.9602942394495875,1.0,0.006312179400178691,1.2015268341144216,0.512529980726758,0.07158047906872622,0.16772562076231598,0.18906787126103794
frozenset({'Banana'}),frozenset({'Yellow Onions'}),0.1486903082812815,0.02238565383840419,0.006488011283497884,0.04363439257402263,1.9492123343373025,1.0,0.0031594815131875125,1.02221821714481,0.5720271530470329,0.03941972210320132,0.02173529758339502,0.1667316877361562
frozenset({'Yellow Onions'}),frozenset({'Banana'}),0.02238565383840419,0.1486903082812815,0.006488011283497884,0.2898289828982898,1.9492123343373022,1.0,0.0031594815131875125,1.1987389955633667,0.49812306992752653,0.03941972210320132,0.16579004795782587,0.1667316877361562
frozenset({'Organic Baby Spinach'}),frozenset({'Cucumber Kirby'}),0.07532742292967963,0.03003223856538384,0.005067499496272416,0.06727297044269091,2.2400251748210334,1.0,0.0028052483603327127,1.0399267209989425,0.5986729352050862,0.05052737317930688,0.03839378313174732,0.11800414707978224
frozenset({'Cucumber Kirby'}),frozenset({'Organic Baby Spinach'}),0.03003223856538384,0.07532742292967963,0.005067499496272416,0.16873532371687355,2.240025174821034,1.0,0.0028052483603327127,1.112368423021237,0.5707163349424945,0.05052737317930688,0.1010172715223611,0.11800414707978224
frozenset({'Large Lemon'}),frozenset({'Limes'}),0.047350392907515616,0.04349183961313721,0.008382026999798509,0.17702127659574468,4.070218187374014,1.0,0.00632267130584581,1.1622513841308828,0.7918052132142392,0.10164935858277337,0.13960093861468056,0.18487385349361013
frozenset({'Limes'}),frozenset({'Large Lemon'}),0.04349183961313721,0.047350392907515616,0.008382026999798509,0.19272643039147558,4.070218187374014,1.0,0.00632267130584581,1.180082741411264,0.7886110715012004,0.10164935858277337,0.15260179230814158,0.18487385349361013
frozenset({'Large Lemon'}),frozenset({'Organic Avocado'}),0.047350392907515616,0.05419101349989926,0.007898448519040903,0.16680851063829788,3.0781581643349036,1.0,0.0053324827377641895,1.1351640032049217,0.7086870122414447,0.08434642280796126,0.11907002232568302,0.1562802545755163
frozenset({'Organic Avocado'}),frozenset({'Large Lemon'}),0.05419101349989926,0.047350392907515616,0.007898448519040903,0.1457519985127347,3.0781581643349036,1.0,0.0053324827377641895,1.1151909111100051,0.7138126338401914,0.08434642280796126,0.10329254835420948,0.1562802545755163
frozenset({'Organic Baby Spinach'}),frozenset({'Large Lemon'}),0.07532742292967963,0.047350392907515616,0.007253677211364095,0.09629530560385181,2.0336749009017727,1.0,0.003686894138933163,1.0541602948395006,0.5496857321677823,0.06284367635506677,0.051377665336699775,0.12474339748277696
frozenset({'Large Lemon'}),frozenset({'Organic Baby Spinach'}),0.047350392907515616,0.07532742292967963,0.007253677211364095,0.15319148936170213,2.0336749009017723,1.0,0.003686894138933163,1.0919500281986194,0.5335427829479226,0.06284367635506677,0.08420717599166025,0.12474339748277696
frozenset({'Limes'}),frozenset({'Organic Avocado'}),0.04349183961313721,0.05419101349989926,0.006880918799113439,0.15821172110261755,2.919519508578884,1.0,0.0045240519315024675,1.123571104766355,0.6873730002045305,0.0757794297126373,0.10998067166568122,0.14259349765857776
frozenset({'Organic Avocado'}),frozenset({'Limes'}),0.05419101349989926,0.04349183961313721,0.006880918799113439,0.126975274214538,2.919519508578884,1.0,0.0045240519315024675,1.095625509949092,0.6951486963114875,0.0757794297126373,0.08727937518863994,0.14259349765857776
frozenset({'Organic Baby Spinach'}),frozenset({'Limes'}),0.07532742292967963,0.04349183961313721,0.0062865202498488815,0.08345593152333823,1.9188871352806471,1.0,0.0030103920533203006,1.0436030227947721,0.5178747803137669,0.055863921217547,0.04178123466718508,0.11400037715847244
frozenset({'Limes'}),frozenset({'Organic Baby Spinach'}),0.04349183961313721,0.07532742292967963,0.0062865202498488815,0.14454482279360667,1.9188871352806471,1.0,0.0030103920533203006,1.0809129475257442,0.5006382878309982,0.055863921217547,0.07485611834973141,0.11400037715847244
frozenset({'Limes'}),frozenset({'Organic Cilantro'}),0.04349183961313721,0.021307676808382026,0.005460407011887971,0.12555015056752375,5.892249619542509,1.0,0.004533696949609257,1.1192092077399245,0.8680381077743559,0.09202037351443125,0.10651199696672405,0.19090746299061767
frozenset({'Organic Cilantro'}),frozenset({'Limes'}),0.021307676808382026,0.04349183961313721,0.005460407011887971,0.2562647754137116,5.89224961954251,1.0,0.004533696949609257,1.2860869416517577,0.84836216034197,0.09202037351443125,0.2224475907393385,0.19090746299061767
frozenset({'Organic Hass Avocado'}),frozenset({'Limes'}),0.0659983880717308,0.04349183961313721,0.005974209147692928,0.09052053121660815,2.0813221979524035,1.0,0.003103817838951623,1.0517094593310403,0.5562476338726716,0.05771289537712895,0.04916705737716867,0.11394222066968929
frozenset({'Limes'}),frozenset({'Organic Hass Avocado'}),0.04349183961313721,0.0659983880717308,0.005974209147692928,0.13736391012277044,2.0813221979524035,1.0,0.003103817838951623,1.0827295807449888,0.543159178546091,0.05771289537712895,0.07640834998528938,0.11394222066968929
frozenset({'Limes'}),frozenset({'Organic Strawberries'}),0.04349183961313721,0.08198670159177916,0.005752569010679024,0.13226777854991892,1.6132833250018372,1.0,0.002186816534639224,1.057945384204028,0.3974310846993034,0.0480477953550993,0.05477162154984473,0.10121621908572377
frozenset({'Organic Strawberries'}),frozenset({'Limes'}),0.08198670159177916,0.04349183961313721,0.005752569010679024,0.07016465962152862,1.6132833250018372,1.0,0.002186816534639224,1.0286855304913822,0.4140964802638875,0.0480477953550993,0.02788561678094153,0.10121621908572377
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Avocado'}),0.07532742292967963,0.05419101349989926,0.009318960306266371,0.12371271900494851,2.282901001753335,1.0,0.005236890913371481,1.079336659350008,0.6077403723412242,0.07752912580672199,0.07350501686636475,0.14783888413530563
frozenset({'Organic Avocado'}),frozenset({'Organic Baby Spinach'}),0.05419101349989926,0.07532742292967963,0.009318960306266371,0.17196504926566275,2.2829010017533347,1.0,0.005236890913371481,1.1167071827708248,0.5941589309295234,0.07752912580672199,0.10451010307039087,0.14783888413530563
frozenset({'Organic Avocado'}),frozenset({'Organic Strawberries'}),0.05419101349989926,0.08198670159177916,0.007293975418093895,0.13459750883063765,1.6416992782660473,1.0,0.0028510329653215786,1.0607934548094136,0.4132705968841124,0.05659344954271868,0.05730941733641813,0.11178142829096395
frozenset({'Organic Strawberries'}),frozenset({'Organic Avocado'}),0.08198670159177916,0.05419101349989926,0.007293975418093895,0.08896534775129025,1.6416992782660476,1.0,0.0028510329653215786,1.0381701554002993,0.4257836406803774,0.05659344954271868,0.036766762367178345,0.11178142829096395
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Cucumber'}),0.07532742292967963,0.02473302438041507,0.005057424944589966,0.06713922696268557,2.7145579097010875,1.0,0.0031943499567563625,1.0454582332197329,0.6830697757437831,0.05323435843054083,0.04348163491881793,0.13580993934692323
frozenset({'Organic Cucumber'}),frozenset({'Organic Baby Spinach'}),0.02473302438041507,0.07532742292967963,0.005057424944589966,0.2044806517311609,2.7145579097010875,1.0,0.0031943499567563625,1.1623508329276173,0.6476338332430313,0.05323435843054083,0.13967455292194667,0.13580993934692323
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Garlic'}),0.07532742292967963,0.03401168647995164,0.006598831352004836,0.08760197940350409,2.575643505803263,1.0,0.004036818659977853,1.0587356523291414,0.6615828423048624,0.06422828005491274,0.05547716486162255,0.14080928354061462
frozenset({'Organic Garlic'}),frozenset({'Organic Baby Spinach'}),0.03401168647995164,0.07532742292967963,0.006598831352004836,0.19401658767772514,2.575643505803263,1.0,0.004036818659977853,1.1472600588715183,0.633286659038705,0.06422828005491274,0.12835804553011992,0.14080928354061462
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Hass Avocado'}),0.07532742292967963,0.0659983880717308,0.010457384646383235,0.13882573224555303,2.1034715589518536,1.0,0.0054858961554268455,1.0845674875582652,0.5673310090523688,0.07990762124711315,0.07797346732996357,0.14863741199363592
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Baby Spinach'}),0.0659983880717308,0.07532742292967963,0.010457384646383235,0.1584490917417188,2.1034715589518536,1.0,0.0054858961554268455,1.09877200297255,0.5616643691966644,0.07990762124711315,0.08989308310126068,0.14863741199363592
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Raspberries'}),0.07532742292967963,0.04269595003022365,0.005591376183759823,0.0742276314029691,1.7385169167198475,1.0,0.0023752002984486977,1.0340598644357148,0.45940270593201965,0.04973118279569893,0.03293800060047898,0.10259281522956384
frozenset({'Organic Raspberries'}),frozenset({'Organic Baby Spinach'}),0.04269595003022365,0.07532742292967963,0.005591376183759823,0.13095799905615857,1.7385169167198475,1.0,0.0023752002984486977,1.0640136795069286,0.443743117999606,0.04973118279569893,0.060162459129842125,0.10259281522956384
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Strawberries'}),0.07532742292967963,0.08198670159177916,0.011887970985291155,0.1578173064063127,1.9249134718469647,1.0,0.0057121240398777685,1.0900405641096185,0.5196392116482559,0.08174575684101143,0.08260294806842033,0.1514080388015835
frozenset({'Organic Strawberries'}),frozenset({'Organic Baby Spinach'}),0.08198670159177916,0.07532742292967963,0.011887970985291155,0.14499877119685428,1.9249134718469647,1.0,0.0057121240398777685,1.0814868399250168,0.5234086802606601,0.08174575684101143,0.0753470471546992,0.1514080388015835
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Yellow Onion'}),0.07532742292967963,0.03471690509772315,0.005883538182550876,0.07810619232312424,2.2498028583845944,1.0,0.0032684031894451336,1.0470653852581349,0.6007711533412864,0.05648515330302737,0.04494980535196644,0.12378902187253137
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Baby Spinach'}),0.03471690509772315,0.07532742292967963,0.005883538182550876,0.1694718514219385,2.249802858384595,1.0,0.0032684031894451336,1.1133548918883032,0.5754960524257758,0.05648515330302737,0.10181379963764112,0.12378902187253137
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Zucchini'}),0.07532742292967963,0.032681845657868226,0.006618980455369736,0.08786946636351478,2.6886323154261644,1.0,0.004157141245376982,1.0605040821138005,0.6792281927770504,0.06528219395866454,0.057052191626838,0.14519860494501263
frozenset({'Organic Zucchini'}),frozenset({'Organic Baby Spinach'}),0.032681845657868226,0.07532742292967963,0.006618980455369736,0.20252774352651046,2.688632315426164,1.0,0.004157141245376982,1.1595043834619712,0.6492834654396769,0.06528219395866454,0.13756255322272568,0.14519860494501263
frozenset({'Organic Blueberries'}),frozenset({'Organic Strawberries'}),0.031442675800926856,0.08198670159177916,0.007203304452951843,0.22909323934636336,2.7942731552617386,1.0,0.004625423174814198,1.1908227366301154,0.6629707554119084,0.06781107738998483,0.16024445180658928,0.15847633213324558
frozenset({'Organic Strawberries'}),frozenset({'Organic Blueberries'}),0.08198670159177916,0.031442675800926856,0.007203304452951843,0.0878594249201278,2.7942731552617386,1.0,0.004625423174814198,1.0618509368627316,0.6994726350886225,0.06781107738998483,0.05824822930935297,0.15847633213324558
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Cucumber'}),0.0659983880717308,0.02473302438041507,0.005289139633286318,0.08014043657456876,3.240219851076047,1.0,0.003656799892040105,1.0602346427620148,0.7402331617262206,0.061903077467279806,0.05681255859089609,0.14699486187180577
frozenset({'Organic Cucumber'}),frozenset({'Organic Hass Avocado'}),0.02473302438041507,0.0659983880717308,0.005289139633286318,0.21384928716904275,3.240219851076047,1.0,0.003656799892040105,1.1880694079191196,0.7089125168170671,0.061903077467279806,0.158298333974039,0.14699486187180577
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Garlic'}),0.0659983880717308,0.03401168647995164,0.005712270803949224,0.08655167150053428,2.54476271123905,1.0,0.003467554320671336,1.0575182890825263,0.649930412247627,0.06057692307692307,0.054389876445945444,0.12725095423367946
frozenset({'Organic Garlic'}),frozenset({'Organic Hass Avocado'}),0.03401168647995164,0.0659983880717308,0.005712270803949224,0.16795023696682465,2.54476271123905,1.0,0.003467554320671336,1.1225309511818573,0.6284093132229076,0.06057692307692307,0.10915596674893499,0.12725095423367946
frozenset({'Organic Garlic'}),frozenset({'Organic Strawberries'}),0.03401168647995164,0.08198670159177916,0.005067499496272416,0.14899289099526067,1.8172811944199527,1.0,0.002278993506207471,1.0787375201622533,0.4655619741979478,0.045681591136136596,0.07299043436480294,0.10540084461289206
frozenset({'Organic Strawberries'}),frozenset({'Organic Garlic'}),0.08198670159177916,0.03401168647995164,0.005067499496272416,0.06180879823052347,1.8172811944199527,1.0,0.002278993506207471,1.0296284080453377,0.48989206046833944,0.045681591136136596,0.028775826127005133,0.10540084461289206
frozenset({'Organic Garlic'}),frozenset({'Organic Yellow Onion'}),0.03401168647995164,0.03471690509772315,0.0068204714890187385,0.20053317535545023,5.776239984266393,1.0,0.005639690997280744,1.2074085692441965,0.8559906859390105,0.11017087062652563,0.17177993806523045,0.1984964193666398
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Garlic'}),0.03471690509772315,0.03401168647995164,0.0068204714890187385,0.19645966337782939,5.776239984266394,1.0,0.005639690997280744,1.2021653045829133,0.8566160574715186,0.11017087062652563,0.16816764201413525,0.1984964193666398
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Lemon'}),0.0659983880717308,0.02755389885150111,0.006981664315937941,0.10578537627843078,3.839216252064731,1.0,0.005163151406647353,1.0874862425100404,0.7917868253434379,0.08064703828697778,0.08044813726389058,0.17958373018674736
frozenset({'Organic Lemon'}),frozenset({'Organic Hass Avocado'}),0.02755389885150111,0.0659983880717308,0.006981664315937941,0.25338208409506396,3.8392162520647304,1.0,0.005163151406647353,1.250976693743299,0.7604844837168069,0.08064703828697778,0.20062459596453472,0.17958373018674736
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Raspberries'}),0.0659983880717308,0.04269595003022365,0.007797703002216401,0.1181499007785071,2.7672390635381348,1.0,0.004979839123030474,1.0855632389392427,0.6837557590039662,0.07728407388916625,0.07881921188013949,0.15039160919057493
frozenset({'Organic Raspberries'}),frozenset({'Organic Hass Avocado'}),0.04269595003022365,0.0659983880717308,0.007797703002216401,0.18263331760264276,2.7672390635381348,1.0,0.004979839123030474,1.142695967480371,0.6671119599829377,0.07728407388916625,0.12487658269680743,0.15039160919057493
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Strawberries'}),0.0659983880717308,0.08198670159177916,0.01231110215595406,0.18653640665547244,2.2752032102017936,1.0,0.006900112007578629,1.12852413546111,0.6000833539308423,0.09074032820969775,0.11388691780933467,0.16834807553220907
frozenset({'Organic Strawberries'}),frozenset({'Organic Hass Avocado'}),0.08198670159177916,0.0659983880717308,0.01231110215595406,0.1501597444089457,2.2752032102017936,1.0,0.006900112007578629,1.0990319719306327,0.610534532380484,0.09074032820969775,0.09010836305031819,0.16834807553220907
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Yellow Onion'}),0.0659983880717308,0.03471690509772315,0.0059339109409631274,0.08990993741413525,2.589802782277152,1.0,0.0036426511656741456,1.0606456817686707,0.6572474863888047,0.0626062925170068,0.05717807823206489,0.13041637323405544
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Hass Avocado'}),0.03471690509772315,0.0659983880717308,0.0059339109409631274,0.17092280905397564,2.589802782277152,1.0,0.0036426511656741456,1.126555671930282,0.6359483709647828,0.0626062925170068,0.11233858661723911,0.13041637323405544
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Zucchini'}),0.0659983880717308,0.032681845657868226,0.0051883941164618174,0.0786139520683865,2.405431837949459,1.0,0.00303144498383342,1.0498510982596596,0.6255601958189039,0.05549568965517242,0.047483970195676184,0.1186842879947358
frozenset({'Organic Zucchini'}),frozenset({'Organic Hass Avocado'}),0.032681845657868226,0.0659983880717308,0.0051883941164618174,0.15875462392108508,2.405431837949459,1.0,0.00303144498383342,1.110260618942948,0.6040145412657761,0.05549568965517242,0.09931057362723042,0.1186842879947358
frozenset({'Organic Raspberries'}),frozenset({'Organic Strawberries'}),0.04269595003022365,0.08198670159177916,0.010114849889179931,0.23690420009438415,2.8895442247933856,1.0,0.00661434977487447,1.203011861055671,0.6830898292288949,0.088287020752726,0.16875300038814525,0.18013801796314194
frozenset({'Organic Strawberries'}),frozenset({'Organic Raspberries'}),0.08198670159177916,0.04269595003022365,0.010114849889179931,0.12337183583189973,2.8895442247933856,1.0,0.00661434977487447,1.0920297671227979,0.7123259119969717,0.088287020752726,0.08427404627006764,0.18013801796314194
frozenset({'Organic Whole Milk'}),frozenset({'Organic Strawberries'}),0.041839613137215396,0.08198670159177916,0.007163006246222043,0.17120154105465926,2.088162320605244,1.0,0.003732714369225681,1.1076435875332193,0.543865132464542,0.06139896373056995,0.0971825131700959,0.1292847223582463
frozenset({'Organic Strawberries'}),frozenset({'Organic Whole Milk'}),0.08198670159177916,0.041839613137215396,0.007163006246222043,0.08736790366183338,2.0881623206052446,1.0,0.003732714369225681,1.0498867952456363,0.5676497569555673,0.06139896373056995,0.04751635649819236,0.1292847223582463
